"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-18;2026-09-18
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-09-18;"2026-09-19 al 2026-09-21";9,6000;-;-;1;9.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.980
2026-09-18;"2026-09-19 al 2026-09-21";9,6100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;661;-;-;2;10.400;2;1;-;-;-;-;23;11.062
2026-09-18;"2026-09-19 al 2026-09-21";9,6200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1
2026-09-18;"2026-09-19 al 2026-09-21";9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;363;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;363
2026-09-18;"2026-09-19 al 2026-09-21";9,7100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;617;-;-;-;-;-;-;-;-;4;617
2026-09-18;"2026-09-19 al 2026-09-21";9,7600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.885;127.756;-;-;-;-;-;-;-;-;-;-;-;-;4.885;127.756
2026-09-18;"2026-09-19 al 2026-09-21";9,8000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.555;-;-;-;-;-;-;-;-;-;-;-;-;1;6.555
2026-09-18;"2026-09-19 al 2026-09-21";9,8100;23;38.624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;38.624
2026-09-18;"2026-09-19 al 2026-09-21";9,8300;-;-;-;-;-;-;-;-;-;-;-;-;37;13.171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;13.171
2026-09-18;"2026-09-19 al 2026-09-21";9,8600;-;-;-;-;-;-;-;-;-;-;-;-;9;27.542;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;27.542
2026-09-18;"2026-09-19 al 2026-09-21";9,9000;297;163.558;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297;163.558
2026-09-18;"2026-09-19 al 2026-09-21";9,9100;1;994;-;-;-;-;-;-;-;-;1;36.000;-;-;-;-;1;166;-;-;-;-;-;-;-;-;-;-;3;37.161
2026-09-18;"2026-09-19 al 2026-09-21";9,9900;-;-;-;-;-;-;-;-;-;-;-;-;62;95.827;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;95.827
2026-09-18;"2026-09-19 al 2026-09-21";10,0000;1;1.769;1;154.645;-;-;-;-;1;549.849;-;-;-;-;-;-;1;296;-;-;-;-;-;-;2;100.000;-;-;6;806.559
2026-09-18;"2026-09-19 al 2026-09-21";10,0100;7;1.134.857;1;179.940;1;200;-;-;-;-;3;618;61;286.195;-;-;6;12.680;-;-;-;-;-;-;4;79.418;-;-;83;1.693.907
2026-09-18;"2026-09-19 al 2026-09-21";10,0260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;518.605;-;-;1;518.605
2026-09-18;"2026-09-19 al 2026-09-21";10,0300;-;-;-;-;-;-;-;-;1;23.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;20.310;-;-;2;44.285
2026-09-18;"2026-09-19 al 2026-09-21";10,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.955;-;-;1;499.955
2026-09-18;"2026-09-19 al 2026-09-21";10,0600;-;-;-;-;-;-;-;-;-;-;-;-;14;895.957;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;895.957
2026-09-18;"2026-09-19 al 2026-09-21";10,1000;3;44.715;-;-;-;-;1;500.000;1;300.000;-;-;-;-;2;500.000;-;-;-;-;-;-;-;-;1;50.551;-;-;8;1.395.266
2026-09-18;"2026-09-19 al 2026-09-21";10,1100;-;-;2;24.437;-;-;-;-;-;-;-;-;3;3;-;-;173;79.222;-;-;-;-;-;-;-;-;-;-;178;103.661
2026-09-18;"2026-09-19 al 2026-09-21";10,1500;-;-;-;-;-;-;-;-;-;-;-;-;7;1.339;1;8.472;-;-;-;-;-;-;-;-;-;-;-;-;8;9.811
2026-09-18;"2026-09-19 al 2026-09-21";10,2500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.932;-;-;-;-;-;-;-;-;-;-;1;4.932
2026-09-18;"2026-09-19 al 2026-09-21";10,3000;-;-;-;-;-;-;-;-;-;-;-;-;2;807.882;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;807.882
2026-09-18;"2026-09-19 al 2026-09-21";10,4300;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-09-18;"2026-09-19 al 2026-09-21";10,4500;1;27.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;27.500
2026-09-18;"2026-09-19 al 2026-09-21";10,5000;2;6.226.000;1;7.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6.233.950
2026-09-18;"2026-09-19 al 2026-09-21";10,5200;-;-;1;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200
2026-09-18;"2026-09-19 al 2026-09-21";10,5500;-;-;1;236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;236
2026-09-18;"2026-09-19 al 2026-09-21";10,6000;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;273.152;-;-;-;-;-;-;-;-;-;-;2;473.152
2026-09-18;"2026-09-19 al 2026-09-21";10,8000;1;111;-;-;-;-;-;-;-;-;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;50.111
2026-09-18;"2026-09-19 al 2026-09-21";10,9900;-;-;-;-;-;-;-;-;-;-;-;-;5;541;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;541
2026-09-18;"2026-09-19 al 2026-09-21";11,0000;-;-;2;512.686;-;-;-;-;-;-;-;-;-;-;-;-;1;1.184.875;-;-;-;-;-;-;1;49.785;-;-;4;1.747.346
2026-09-18;"2026-09-19 al 2026-09-21";11,1100;-;-;1;1.537.204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.537.204
2026-09-18;"2026-09-19 al 2026-09-21";11,2000;-;-;1;36.854;-;-;-;-;-;-;-;-;1;1.184.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.221.354
2026-09-18;"2026-09-19 al 2026-09-21";11,3000;-;-;-;-;-;-;1;200.000;-;-;-;-;1;136.426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;336.426
2026-09-18;"2026-09-19 al 2026-09-21";11,4000;1;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50
2026-09-18;"2026-09-19 al 2026-09-21";11,5000;-;-;528;276.879;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;528;276.879
2026-09-18;"2026-09-19 al 2026-09-21";11,5100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-09-18;"2026-09-19 al 2026-09-21";11,5300;-;-;-;-;-;-;-;-;-;-;-;-;5;1.031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1.031
2026-09-18;"2026-09-19 al 2026-09-21";11,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;1;50.000
2026-09-18;"2026-09-19 al 2026-09-21";11,8100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.218;-;-;1;1.218
2026-09-18;"2026-09-19 al 2026-09-21";12,0000;-;-;3;350.000;-;-;4;2.320.988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2.670.988
2026-09-18;"2026-09-19 al 2026-09-21";12,0200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.025.759;-;-;-;-;-;-;-;-;-;-;-;-;1;5.025.759
2026-09-18;"2026-09-19 al 2026-09-21";12,0400;-;-;-;-;-;-;-;-;-;-;-;-;2;560;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;560
2026-09-18;"2026-09-19 al 2026-09-21";12,0800;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975
2026-09-18;"2026-09-19 al 2026-09-21";12,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;2;1.000.000
2026-09-18;"2026-09-19 al 2026-09-21";12,1900;-;-;1;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200
2026-09-18;"2026-09-19 al 2026-09-21";12,4200;-;-;-;-;-;-;-;-;-;-;-;-;2;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;133
2026-09-18;"2026-09-19 al 2026-09-21";12,4500;-;-;-;-;-;-;-;-;-;-;-;-;1;161;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;161
2026-09-18;"2026-09-19 al 2026-09-21";12,5000;3;1.405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.405
2026-09-18;"2026-09-19 al 2026-09-21";TOTAL;343;7.842.369;558;3.140.032;7;5.335;21;3.032.602;13;873.981;6;36.755;256;4.174.600;4.893;6.718.542;207;2.563.436;4;617;2;10.400;2;1;32;1.322.657;35;86.099;6.379;29.807.425
2026-09-18;"2026-09-19 al 2026-09-21";TCO;10,41;;11,07;;9,48;;11,63;;10,04;;9,91;;10,70;;11,84;;11,12;;9,71;;9,61;;9,61;;10,07;;9,01;;11,00;

